datetime,EventId
2017-05-16 00:01:02,[1]
2017-05-16 00:01:03,"[17, 1]"
2017-05-16 00:01:12,"[1, 1, 18, 25, 20]"
2017-05-16 00:01:13,"[26, 22, 26, 22, 25, 1, 11, 1, 12, 13, 25, 14]"
2017-05-16 00:01:14,"[1, 2, 1]"
2017-05-16 00:01:16,"[1, 1]"
2017-05-16 00:01:17,"[1, 1]"
2017-05-16 00:01:19,"[1, 1]"
2017-05-16 00:01:20,[1]
2017-05-16 00:01:21,[1]
2017-05-16 00:01:22,"[1, 1]"
2017-05-16 00:01:23,[1]
2017-05-16 00:01:24,[1]
2017-05-16 00:01:25,"[4, 5, 6, 1, 1]"
2017-05-16 00:01:26,"[2, 2, 3, 1]"
2017-05-16 00:01:27,[1]
2017-05-16 00:01:28,"[1, 1]"
2017-05-16 00:01:30,"[1, 4, 5, 6, 1]"
2017-05-16 00:01:31,[1]
2017-05-16 00:01:32,"[1, 7, 1, 2, 8, 9]"
2017-05-16 00:01:33,"[3, 2, 10, 1, 1]"
2017-05-16 00:01:35,"[4, 5, 6]"
2017-05-16 00:01:39,"[1, 1, 1, 1, 1, 1, 25]"
2017-05-16 00:01:40,"[1, 8, 1, 4, 5, 6, 15, 16, 9]"
2017-05-16 00:01:41,"[1, 10]"
2017-05-16 00:01:42,[1]
2017-05-16 00:01:43,"[17, 1]"
2017-05-16 00:01:45,"[6, 6, 27]"
2017-05-16 00:01:50,"[6, 6, 6]"
2017-05-16 00:01:52,[1]
2017-05-16 00:01:53,"[1, 18, 28, 20, 29, 22, 29, 22, 28, 1, 1, 28]"
2017-05-16 00:01:54,[1]
2017-05-16 00:01:55,"[1, 2]"
2017-05-16 00:01:56,"[1, 1]"
2017-05-16 00:01:57,[1]
2017-05-16 00:01:58,[1]
2017-05-16 00:01:59,"[1, 1]"
2017-05-16 00:02:00,[1]
2017-05-16 00:02:01,[1]
2017-05-16 00:02:02,"[1, 1]"
2017-05-16 00:02:03,[1]
2017-05-16 00:02:04,[1]
2017-05-16 00:02:05,"[4, 5, 6, 1, 1]"
2017-05-16 00:02:07,"[1, 2, 2, 1, 3]"
2017-05-16 00:02:08,[1]
2017-05-16 00:02:09,[1]
2017-05-16 00:02:10,"[1, 4, 5, 6, 1]"
2017-05-16 00:02:11,[1]
2017-05-16 00:02:12,[1]
2017-05-16 00:02:13,"[1, 1]"
2017-05-16 00:02:14,"[11, 7, 1, 2, 8, 9, 3, 2, 10, 12, 13, 14]"
2017-05-16 00:02:15,"[1, 4, 5, 6, 1]"
2017-05-16 00:02:20,"[4, 5, 6, 1]"
2017-05-16 00:02:21,"[1, 1, 1, 28, 1, 8, 1]"
2017-05-16 00:02:22,"[15, 16, 9]"
2017-05-16 00:02:23,"[1, 10]"
2017-05-16 00:02:24,[1]
2017-05-16 00:02:25,"[6, 6, 27, 17, 1]"
2017-05-16 00:02:30,"[6, 6, 6]"
2017-05-16 00:02:34,"[1, 1]"
2017-05-16 00:02:35,"[18, 30, 20, 31, 22, 31, 22, 30, 1, 1, 30]"
2017-05-16 00:02:36,"[1, 1]"
2017-05-16 00:02:37,[2]
2017-05-16 00:02:38,"[1, 1]"
2017-05-16 00:02:39,[1]
2017-05-16 00:02:40,[1]
2017-05-16 00:02:41,"[1, 1]"
2017-05-16 00:02:42,[1]
2017-05-16 00:02:43,[1]
2017-05-16 00:02:44,"[1, 1]"
2017-05-16 00:02:45,[1]
2017-05-16 00:02:46,[1]
2017-05-16 00:02:47,"[1, 1]"
2017-05-16 00:02:48,[2]
2017-05-16 00:02:49,"[1, 2, 3, 1]"
2017-05-16 00:02:50,"[4, 5, 6, 1]"
2017-05-16 00:02:51,[1]
2017-05-16 00:02:52,"[1, 1]"
2017-05-16 00:02:53,[1]
2017-05-16 00:02:54,[1]
2017-05-16 00:02:55,"[1, 4, 5, 7, 1, 2, 8, 9, 1, 6, 3, 2, 10]"
2017-05-16 00:02:56,[1]
2017-05-16 00:02:57,[1]
2017-05-16 00:02:58,[23]
2017-05-16 00:03:00,"[4, 5, 6]"
2017-05-16 00:03:01,"[1, 1]"
2017-05-16 00:03:02,"[1, 1, 1, 1, 1, 1]"
2017-05-16 00:03:03,"[1, 1, 1, 1, 30, 1, 8, 1]"
2017-05-16 00:03:04,"[15, 16, 9, 1]"
2017-05-16 00:03:05,"[10, 4, 5, 6]"
2017-05-16 00:03:06,[1]
2017-05-16 00:03:07,"[17, 1]"
2017-05-16 00:03:10,"[6, 6, 6]"
2017-05-16 00:03:16,"[11, 12, 13, 14, 1]"
2017-05-16 00:03:17,"[1, 18, 32, 20, 33, 22, 33, 22, 32, 1, 1, 32]"
2017-05-16 00:03:18,[1]
2017-05-16 00:03:19,"[1, 2]"
2017-05-16 00:03:20,"[1, 1]"
2017-05-16 00:03:21,[1]
2017-05-16 00:03:22,[1]
2017-05-16 00:03:23,"[1, 1]"
2017-05-16 00:03:25,"[1, 1]"
2017-05-16 00:03:26,"[1, 1]"
2017-05-16 00:03:28,"[1, 1]"
2017-05-16 00:03:29,"[1, 1]"
2017-05-16 00:03:30,"[4, 5, 6]"
2017-05-16 00:03:31,"[2, 2, 1, 3, 1]"
2017-05-16 00:03:32,"[1, 1]"
2017-05-16 00:03:34,"[1, 1]"
2017-05-16 00:03:35,"[4, 5, 6, 1]"
2017-05-16 00:03:36,"[1, 7, 1, 2]"
2017-05-16 00:03:37,"[8, 9, 3, 2, 10, 1, 1]"
2017-05-16 00:03:40,"[4, 5, 6]"
2017-05-16 00:03:43,"[1, 1, 1, 1]"
2017-05-16 00:03:44,"[32, 1, 8, 1, 15, 16]"
2017-05-16 00:03:45,"[9, 4, 5, 6, 10, 1]"
2017-05-16 00:03:46,[1]
2017-05-16 00:03:47,"[17, 1]"
2017-05-16 00:03:50,"[6, 6, 6]"
2017-05-16 00:03:57,"[1, 1, 18, 34, 20, 35, 22, 35, 22, 34, 1, 1]"
2017-05-16 00:03:58,[34]
2017-05-16 00:03:59,"[1, 2, 1]"
2017-05-16 00:04:00,"[1, 1]"
2017-05-16 00:04:02,"[1, 1]"
2017-05-16 00:04:03,"[1, 1]"
2017-05-16 00:04:05,"[1, 1]"
2017-05-16 00:04:06,[1]
2017-05-16 00:04:07,[1]
2017-05-16 00:04:08,"[1, 1]"
2017-05-16 00:04:09,[1]
2017-05-16 00:04:10,"[1, 4, 5, 6]"
2017-05-16 00:04:11,"[2, 2, 1, 3, 1]"
2017-05-16 00:04:13,"[1, 1]"
2017-05-16 00:04:14,[1]
2017-05-16 00:04:15,"[1, 4, 5, 6]"
2017-05-16 00:04:16,"[1, 1]"
2017-05-16 00:04:17,"[11, 1, 12, 13]"
2017-05-16 00:04:18,"[14, 1, 7, 1, 2, 8, 9, 3, 2, 10]"
2017-05-16 00:04:19,"[1, 1]"
2017-05-16 00:04:20,"[4, 5, 6]"
2017-05-16 00:04:24,[1]
2017-05-16 00:04:25,"[1, 1, 4, 5, 6, 1, 1, 1, 34]"
2017-05-16 00:04:26,"[8, 1, 1, 15, 16, 9]"
2017-05-16 00:04:27,"[1, 10]"
2017-05-16 00:04:28,[1]
2017-05-16 00:04:29,"[17, 1]"
2017-05-16 00:04:30,"[6, 6, 27]"
2017-05-16 00:04:35,"[6, 6, 6]"
2017-05-16 00:04:38,[1]
2017-05-16 00:04:39,"[1, 18, 36, 20, 37, 22, 37, 22, 36, 1, 1, 36]"
2017-05-16 00:04:40,[1]
2017-05-16 00:04:41,"[1, 2]"
2017-05-16 00:04:42,"[1, 1]"
2017-05-16 00:04:43,[1]
2017-05-16 00:04:44,[1]
2017-05-16 00:04:45,"[1, 1]"
2017-05-16 00:04:47,"[1, 1]"
2017-05-16 00:04:48,"[1, 1]"
2017-05-16 00:04:50,"[4, 5, 1, 6, 1]"
2017-05-16 00:04:51,[1]
2017-05-16 00:04:52,"[1, 2, 2, 3]"
2017-05-16 00:04:53,"[1, 1]"
2017-05-16 00:04:55,"[1, 1, 4, 5, 6]"
2017-05-16 00:04:56,"[1, 1]"
2017-05-16 00:04:58,"[1, 1, 1]"
2017-05-16 00:04:59,"[38, 1, 1, 7, 1]"
2017-05-16 00:05:00,"[2, 8, 9, 3, 2, 4, 5, 10, 6]"
2017-05-16 00:05:01,"[1, 1]"
2017-05-16 00:05:05,"[4, 5, 6]"
2017-05-16 00:05:06,"[1, 1, 1, 1, 1]"
2017-05-16 00:05:07,"[1, 1, 1, 1, 1, 1, 36, 1]"
2017-05-16 00:05:08,"[8, 1, 15, 16, 9]"
2017-05-16 00:05:09,"[1, 10]"
2017-05-16 00:05:10,"[6, 6, 6, 1]"
2017-05-16 00:05:11,"[17, 1, 39, 39]"
2017-05-16 00:05:12,[39]
2017-05-16 00:05:17,"[11, 12, 13, 14]"
2017-05-16 00:05:20,[1]
2017-05-16 00:05:21,"[1, 18, 40, 20, 41, 22, 41, 22, 40, 1, 1, 40]"
2017-05-16 00:05:22,[1]
2017-05-16 00:05:23,"[2, 1]"
2017-05-16 00:05:24,"[1, 1]"
2017-05-16 00:05:26,"[1, 1]"
2017-05-16 00:05:27,"[1, 1]"
2017-05-16 00:05:29,"[1, 1]"
2017-05-16 00:05:30,"[1, 1]"
2017-05-16 00:05:32,"[1, 1]"
2017-05-16 00:05:33,"[1, 1]"
2017-05-16 00:05:34,"[2, 2]"
2017-05-16 00:05:35,"[3, 4, 5, 1, 6, 1]"
2017-05-16 00:05:36,[1]
2017-05-16 00:05:37,[1]
2017-05-16 00:05:38,"[1, 1]"
2017-05-16 00:05:40,"[1, 4, 5, 6, 1]"
2017-05-16 00:05:41,"[7, 1, 2, 8, 9, 3, 2, 10, 1, 1]"
2017-05-16 00:05:45,"[4, 5, 6]"
2017-05-16 00:05:47,"[1, 1, 1, 1, 1]"
2017-05-16 00:05:48,"[1, 40, 1, 8, 1, 1]"
2017-05-16 00:05:49,"[15, 16, 9, 1, 10]"
2017-05-16 00:05:50,"[6, 6, 27, 1]"
2017-05-16 00:05:51,"[17, 1]"
2017-05-16 00:05:55,"[6, 6, 6]"
2017-05-16 00:06:01,"[1, 1, 18, 42, 20, 43, 22, 43, 22, 42, 1, 1]"
2017-05-16 00:06:02,[42]
2017-05-16 00:06:03,"[1, 1, 2]"
2017-05-16 00:06:04,"[1, 1]"
2017-05-16 00:06:06,"[1, 1]"
2017-05-16 00:06:07,[1]
2017-05-16 00:06:08,[1]
2017-05-16 00:06:09,"[1, 1]"
2017-05-16 00:06:10,[1]
2017-05-16 00:06:11,[1]
2017-05-16 00:06:12,"[1, 1]"
2017-05-16 00:06:13,[1]
2017-05-16 00:06:14,[1]
2017-05-16 00:06:15,"[4, 5, 6, 1, 1, 2, 2]"
2017-05-16 00:06:16,[3]
2017-05-16 00:06:17,"[1, 1, 11]"
2017-05-16 00:06:18,"[12, 13, 14, 1]"
2017-05-16 00:06:19,[1]
2017-05-16 00:06:20,"[4, 5, 1, 6, 1]"
2017-05-16 00:06:21,[1]
2017-05-16 00:06:22,"[1, 7, 1, 2, 8, 9, 3, 2, 10]"
2017-05-16 00:06:23,"[1, 1]"
2017-05-16 00:06:25,"[4, 5, 6]"
2017-05-16 00:06:28,[1]
2017-05-16 00:06:29,"[1, 1, 1, 1, 1, 1, 42]"
2017-05-16 00:06:30,"[1, 4, 5, 8, 1, 6, 15, 16, 9]"
2017-05-16 00:06:31,"[1, 10]"
2017-05-16 00:06:32,[1]
2017-05-16 00:06:33,"[17, 1]"
2017-05-16 00:06:35,"[6, 6, 6]"
2017-05-16 00:06:42,[1]
2017-05-16 00:06:43,"[1, 18, 44, 20, 45, 22, 45, 22, 44, 1, 1, 44]"
2017-05-16 00:06:44,[1]
2017-05-16 00:06:45,"[1, 2]"
2017-05-16 00:06:46,"[1, 1]"
2017-05-16 00:06:47,[1]
2017-05-16 00:06:48,[1]
2017-05-16 00:06:49,"[1, 1]"
2017-05-16 00:06:51,"[1, 1]"
2017-05-16 00:06:52,"[1, 1]"
2017-05-16 00:06:54,"[1, 1]"
2017-05-16 00:06:55,"[4, 5, 6, 1]"
2017-05-16 00:06:56,"[1, 2, 2, 3]"
2017-05-16 00:06:57,"[1, 1]"
2017-05-16 00:06:58,[1]
2017-05-16 00:06:59,[1]
2017-05-16 00:07:00,"[38, 4, 5, 1, 6, 1]"
2017-05-16 00:07:02,"[1, 1]"
2017-05-16 00:07:03,"[1, 1, 7, 1, 2, 8, 9]"
2017-05-16 00:07:04,"[3, 2, 10]"
2017-05-16 00:07:05,"[1, 4, 5, 6, 1]"
2017-05-16 00:07:10,"[1, 1, 4, 5, 1, 1, 6, 1, 1]"
2017-05-16 00:07:11,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 44, 1, 8, 1, 1]"
2017-05-16 00:07:12,"[15, 16, 9]"
2017-05-16 00:07:13,"[1, 10]"
2017-05-16 00:07:14,[1]
2017-05-16 00:07:15,"[17, 1, 6, 6, 6]"
2017-05-16 00:07:17,"[11, 12, 13, 14]"
2017-05-16 00:07:24,"[1, 1]"
2017-05-16 00:07:25,"[1, 18, 46, 20, 47, 22, 47, 22, 46, 1, 46]"
2017-05-16 00:07:26,"[1, 1]"
2017-05-16 00:07:27,[2]
2017-05-16 00:07:28,"[1, 1]"
2017-05-16 00:07:29,[1]
2017-05-16 00:07:30,[1]
2017-05-16 00:07:31,"[1, 1]"
2017-05-16 00:07:32,[1]
2017-05-16 00:07:33,[1]
2017-05-16 00:07:34,"[1, 1]"
2017-05-16 00:07:35,[1]
2017-05-16 00:07:36,[1]
2017-05-16 00:07:37,"[1, 1]"
2017-05-16 00:07:39,"[1, 1, 2, 2, 3]"
2017-05-16 00:07:40,"[4, 5, 6, 1]"
2017-05-16 00:07:41,[1]
2017-05-16 00:07:42,"[1, 1]"
2017-05-16 00:07:43,[1]
2017-05-16 00:07:44,[1]
2017-05-16 00:07:45,"[7, 1, 2, 8, 9, 4, 5, 1, 2, 10, 6, 1]"
2017-05-16 00:07:46,[1]
2017-05-16 00:07:47,[1]
2017-05-16 00:07:50,"[4, 5, 6]"
2017-05-16 00:07:51,"[1, 1]"
2017-05-16 00:07:52,"[1, 1, 1, 1, 1]"
2017-05-16 00:07:53,"[1, 1, 1, 46, 8, 1, 1]"
2017-05-16 00:07:54,"[15, 16, 9]"
2017-05-16 00:07:55,"[1, 10, 6, 6, 6]"
2017-05-16 00:07:56,[1]
2017-05-16 00:07:57,"[17, 1]"
2017-05-16 00:08:06,"[1, 1, 18, 48, 20, 49, 22, 49, 22, 48]"
2017-05-16 00:08:07,"[1, 1, 48]"
2017-05-16 00:08:08,"[1, 2, 1]"
2017-05-16 00:08:10,"[1, 1]"
2017-05-16 00:08:11,[1]
2017-05-16 00:08:12,[1]
2017-05-16 00:08:13,"[1, 1]"
2017-05-16 00:08:14,[1]
2017-05-16 00:08:15,[1]
2017-05-16 00:08:16,"[1, 1]"
2017-05-16 00:08:17,[1]
2017-05-16 00:08:18,"[1, 11, 12, 13, 14]"
2017-05-16 00:08:19,"[1, 1]"
2017-05-16 00:08:20,"[4, 5, 2, 2, 6, 3, 1]"
2017-05-16 00:08:21,[1]
2017-05-16 00:08:22,"[1, 1]"
2017-05-16 00:08:24,"[1, 1]"
2017-05-16 00:08:25,"[4, 5, 6, 1, 1]"
2017-05-16 00:08:26,"[7, 1, 2, 8, 9, 3, 2, 10]"
2017-05-16 00:08:27,"[1, 1]"
2017-05-16 00:08:30,"[4, 5, 6]"
2017-05-16 00:08:33,"[1, 1, 1, 1, 1, 48, 1]"
2017-05-16 00:08:34,"[8, 1, 15, 16, 9]"
2017-05-16 00:08:35,"[4, 5, 6, 1, 10]"
2017-05-16 00:08:36,[1]
2017-05-16 00:08:37,"[17, 1]"
2017-05-16 00:08:40,"[6, 6, 6]"
2017-05-16 00:08:47,"[1, 1, 18, 50, 20, 51, 22, 51, 22, 50, 1, 1, 50]"
2017-05-16 00:08:49,"[1, 2, 1]"
2017-05-16 00:08:50,"[1, 1]"
2017-05-16 00:08:52,"[1, 1]"
2017-05-16 00:08:53,"[1, 1]"
2017-05-16 00:08:55,"[1, 1]"
2017-05-16 00:08:56,[1]
2017-05-16 00:08:57,[1]
2017-05-16 00:08:58,"[1, 1]"
2017-05-16 00:08:59,[1]
2017-05-16 00:09:00,"[1, 4, 5, 6]"
2017-05-16 00:09:01,"[2, 2, 3, 1, 1]"
2017-05-16 00:09:02,[1]
2017-05-16 00:09:03,[1]
2017-05-16 00:09:04,"[38, 1, 1]"
2017-05-16 00:09:05,"[4, 5, 6]"
2017-05-16 00:09:06,"[1, 1]"
2017-05-16 00:09:07,[1]
2017-05-16 00:09:08,"[7, 1, 2, 1, 8, 9, 3, 2, 10]"
2017-05-16 00:09:09,"[1, 1]"
2017-05-16 00:09:10,"[4, 5, 6]"
2017-05-16 00:09:14,"[1, 1, 1, 1]"
2017-05-16 00:09:15,"[1, 1, 1, 1, 4, 5, 1, 6, 1, 1, 1, 1, 1, 1, 50, 1]"
2017-05-16 00:09:16,"[8, 1, 15, 16, 9]"
2017-05-16 00:09:17,"[1, 10]"
2017-05-16 00:09:18,[1]
2017-05-16 00:09:19,"[17, 1, 11, 12, 13, 14]"
2017-05-16 00:09:20,"[6, 6, 27]"
2017-05-16 00:09:25,"[6, 6, 6]"
2017-05-16 00:09:28,[1]
2017-05-16 00:09:29,"[1, 18, 52, 20, 53, 22, 53, 22, 52, 1, 1, 52]"
2017-05-16 00:09:30,[1]
2017-05-16 00:09:31,"[2, 1]"
2017-05-16 00:09:32,"[1, 1]"
2017-05-16 00:09:33,[1]
2017-05-16 00:09:34,[1]
2017-05-16 00:09:35,"[1, 1]"
2017-05-16 00:09:37,"[1, 1]"
2017-05-16 00:09:38,"[1, 1]"
2017-05-16 00:09:40,"[1, 4, 5, 6, 1]"
2017-05-16 00:09:41,"[1, 54, 1]"
2017-05-16 00:09:43,"[2, 1, 2, 3, 1]"
2017-05-16 00:09:44,[1]
2017-05-16 00:09:45,"[4, 5, 1, 6]"
2017-05-16 00:09:46,"[1, 1]"
2017-05-16 00:09:47,[1]
2017-05-16 00:09:48,[1]
2017-05-16 00:09:49,"[7, 1, 2, 8, 9, 3, 2, 10, 3, 1, 1]"
2017-05-16 00:09:50,"[4, 5, 6]"
2017-05-16 00:09:51,"[1, 1]"
2017-05-16 00:09:55,"[4, 5, 6, 1, 1]"
2017-05-16 00:09:56,"[1, 1, 1, 1, 1]"
2017-05-16 00:09:57,"[1, 1, 1, 1, 1, 1, 52, 1, 8, 1]"
2017-05-16 00:09:58,"[15, 16, 9]"
2017-05-16 00:09:59,"[1, 10]"
2017-05-16 00:10:00,"[1, 6, 6, 6]"
2017-05-16 00:10:01,"[17, 1]"
2017-05-16 00:10:10,"[1, 1]"
2017-05-16 00:10:11,"[18, 55, 20, 56, 22, 56, 22, 55, 1, 1, 55]"
2017-05-16 00:10:12,"[1, 1, 2]"
2017-05-16 00:10:14,"[1, 1]"
2017-05-16 00:10:15,"[1, 1]"
2017-05-16 00:10:17,"[1, 1]"
2017-05-16 00:10:18,[1]
2017-05-16 00:10:19,[1]
2017-05-16 00:10:20,"[1, 1]"
2017-05-16 00:10:21,"[11, 12, 13, 14, 1]"
2017-05-16 00:10:22,[1]
2017-05-16 00:10:23,"[1, 1]"
2017-05-16 00:10:24,"[2, 2, 3, 1]"
2017-05-16 00:10:25,"[4, 5, 1, 6]"
2017-05-16 00:10:26,"[1, 1]"
2017-05-16 00:10:28,"[1, 1]"
2017-05-16 00:10:29,[1]
2017-05-16 00:10:30,"[1, 4, 5, 6, 7, 1, 2, 8, 9, 3, 2]"
2017-05-16 00:10:31,"[10, 1, 1]"
2017-05-16 00:10:35,"[4, 5, 6]"
2017-05-16 00:10:37,"[1, 1, 1, 1, 1, 1, 1, 1, 55]"
2017-05-16 00:10:38,"[1, 8, 1, 15, 16, 9]"
2017-05-16 00:10:39,"[1, 10]"
2017-05-16 00:10:40,"[6, 6, 6, 1]"
2017-05-16 00:10:41,"[17, 1]"
2017-05-16 00:10:50,[1]
2017-05-16 00:10:51,"[1, 18, 57, 20, 58, 22, 58, 22, 57, 1, 1, 57]"
2017-05-16 00:10:52,[1]
2017-05-16 00:10:53,"[1, 2]"
2017-05-16 00:10:54,"[1, 1]"
2017-05-16 00:10:55,[1]
2017-05-16 00:10:56,[1]
2017-05-16 00:10:57,"[1, 1]"
2017-05-16 00:10:58,[1]
2017-05-16 00:10:59,[1]
2017-05-16 00:11:00,"[1, 1]"
2017-05-16 00:11:02,"[1, 1]"
2017-05-16 00:11:03,"[1, 1]"
2017-05-16 00:11:04,"[2, 2]"
2017-05-16 00:11:05,"[3, 38, 4, 5, 1, 6, 1]"
2017-05-16 00:11:06,[1]
2017-05-16 00:11:07,[1]
2017-05-16 00:11:08,"[1, 1]"
2017-05-16 00:11:09,[1]
2017-05-16 00:11:10,"[4, 5, 1, 6]"
2017-05-16 00:11:11,"[1, 1]"
2017-05-16 00:11:12,"[7, 1, 2, 8, 9, 10, 2]"
2017-05-16 00:11:13,"[1, 1]"
2017-05-16 00:11:15,"[4, 5, 6]"
2017-05-16 00:11:18,"[1, 1, 1]"
2017-05-16 00:11:19,"[1, 1, 1, 1, 57, 1, 8, 1]"
2017-05-16 00:11:20,"[15, 16, 4, 5, 9, 6]"
2017-05-16 00:11:21,"[1, 10]"
2017-05-16 00:11:22,[1]
2017-05-16 00:11:23,"[11, 17, 1, 12, 13, 14]"
2017-05-16 00:11:25,"[6, 6, 27]"
2017-05-16 00:11:30,"[6, 6, 6]"
2017-05-16 00:11:32,"[1, 1]"
2017-05-16 00:11:33,"[18, 59, 20, 60, 22, 60, 22, 59, 1, 1, 59]"
2017-05-16 00:11:34,"[1, 2, 1]"
2017-05-16 00:11:36,"[1, 1]"
2017-05-16 00:11:37,[1]
2017-05-16 00:11:38,[1]
2017-05-16 00:11:39,"[1, 1]"
2017-05-16 00:11:40,[1]
2017-05-16 00:11:41,[1]
2017-05-16 00:11:42,"[1, 1]"
2017-05-16 00:11:43,[1]
2017-05-16 00:11:44,[1]
2017-05-16 00:11:45,"[4, 5, 6, 1, 1]"
2017-05-16 00:11:46,"[2, 2, 3]"
2017-05-16 00:11:47,"[1, 1]"
2017-05-16 00:11:48,[1]
2017-05-16 00:11:49,[1]
2017-05-16 00:11:50,"[1, 4, 5, 6, 1]"
2017-05-16 00:11:51,[1]
2017-05-16 00:11:52,[1]
2017-05-16 00:11:53,"[7, 1, 1, 2, 8, 9, 3, 2, 10, 1]"
2017-05-16 00:11:55,"[1, 4, 5, 1, 6]"
2017-05-16 00:11:59,"[1, 1, 1]"
2017-05-16 00:12:00,"[1, 1, 4, 5, 1, 1, 1, 6, 1]"
2017-05-16 00:12:01,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 59, 1, 8, 1]"
2017-05-16 00:12:02,"[15, 16, 9]"
2017-05-16 00:12:03,"[1, 10]"
2017-05-16 00:12:04,[1]
2017-05-16 00:12:05,"[6, 17, 6, 27, 1]"
2017-05-16 00:12:10,"[6, 6, 6]"
2017-05-16 00:12:14,"[1, 1]"
2017-05-16 00:12:15,"[18, 61, 20, 62, 22, 62, 22, 61, 1, 1, 61]"
2017-05-16 00:12:16,"[1, 1, 2]"
2017-05-16 00:12:18,"[1, 1]"
2017-05-16 00:12:19,[1]
2017-05-16 00:12:20,[1]
2017-05-16 00:12:21,"[1, 1]"
2017-05-16 00:12:22,[1]
2017-05-16 00:12:23,[1]
2017-05-16 00:12:24,"[1, 1]"
2017-05-16 00:12:25,"[11, 12, 13, 14, 4, 5, 6, 1]"
2017-05-16 00:12:26,[1]
2017-05-16 00:12:27,"[1, 1]"
2017-05-16 00:12:28,"[2, 2, 3]"
2017-05-16 00:12:29,"[1, 1]"
2017-05-16 00:12:30,"[1, 1, 4, 5]"
2017-05-16 00:12:31,[6]
2017-05-16 00:12:32,"[1, 1]"
2017-05-16 00:12:33,[1]
2017-05-16 00:12:34,"[1, 7, 1, 2, 8, 9]"
2017-05-16 00:12:35,"[3, 2, 10, 4, 5, 6, 1, 1]"
2017-05-16 00:12:40,"[4, 5, 6]"
2017-05-16 00:12:41,"[1, 1, 1, 1, 1, 1, 1, 61]"
2017-05-16 00:12:42,"[1, 8, 1, 15, 16, 9]"
2017-05-16 00:12:43,"[10, 1]"
2017-05-16 00:12:44,[1]
2017-05-16 00:12:45,"[6, 6, 6, 17, 1]"
2017-05-16 00:12:55,"[1, 1, 18, 63, 20, 64, 22, 64, 22, 63, 1, 1]"
2017-05-16 00:12:56,"[63, 1]"
2017-05-16 00:12:57,"[1, 2]"
2017-05-16 00:12:58,"[1, 1]"
2017-05-16 00:13:00,"[1, 1]"
2017-05-16 00:13:01,"[1, 1]"
2017-05-16 00:13:03,"[1, 1]"
2017-05-16 00:13:04,"[1, 1]"
2017-05-16 00:13:06,"[1, 1]"
2017-05-16 00:13:07,"[1, 1]"
2017-05-16 00:13:09,"[2, 38, 2, 1, 3, 1]"
2017-05-16 00:13:10,"[4, 5, 6, 1]"
2017-05-16 00:13:11,[1]
2017-05-16 00:13:12,"[1, 1]"
2017-05-16 00:13:14,"[1, 1]"
2017-05-16 00:13:15,"[4, 5, 6, 1, 1]"
2017-05-16 00:13:16,"[7, 1, 2, 8, 9, 3, 2, 10]"
2017-05-16 00:13:17,"[1, 1]"
2017-05-16 00:13:20,"[4, 5, 6]"
2017-05-16 00:13:22,"[1, 1, 1]"
